Subcategory,Food,Serving,Calories,URL
Vegetables & Legumes,Kelp,100 g,43 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Kidney Beans,100 g,298 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Kimchi,100 g,15 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Leek,100 g,31 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Lentils,100 g,331 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,"Lentils, cooked",100 g,87 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Lima Beans,100 g,70 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Lotus Root,100 g,74 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Masoor Dal,100 g,129 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Moong Dal,100 g,313 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Mung Beans,100 g,313 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Mustard Greens,100 g,500 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Napa Cabbage,100 g,36 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Natto,100 g,207 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Navy Beans,100 g,337 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Okra,100 g,147 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Onion,100 g,30 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,"Onion, cooked",100 g,30 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Parsnip,100 g,64 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,"Peanuts, roasted",100 g,599 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Peas,100 g,91 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Pickle,100 g,28 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Pinto Beans,100 g,347 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,"Pinto Beans, cooked",100 g,143 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Pumpkin,100 g,29 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,"Pumpkin, canned",100 g,34 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Radicchio,100 g,17 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Radish,100 g,17 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Rapa Cabbage,100 g,28 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Red Beans,100 g,53 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Red Cabbage,100 g,27 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Red Lentils,100 g,367 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Red Onion,100 g,30 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Refried Beans,100 g,83 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Roma Tomato,100 g,20 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Runner Beans,100 g,39 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Rutabaga,100 g,36 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Shallot,100 g,25 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Soybean,100 g,149 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Spaghetti Squash,100 g,27 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Spinach,100 g,22 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,"Spinach, cooked",100 g,19 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Spirulina,100 g,26 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,String Beans,100 g,39 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Swede,100 g,36 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Sweet Onion,100 g,446 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Sweet Potato,100 g,116 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,"Sweet Potato, baked",100 g,100 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,"Sweet Potato, boiled",100 g,124 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Sweetcorn,100 g,94 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Swiss chard,100 g,21 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Taro,100 g,108 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Tomato,100 g,20 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Turnip,100 g,39 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Turnip Greens,100 g,32 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Vegetable Stock,100 g,24 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,White Beans,100 g,120 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Yellow Bell Pepper,100 g,37 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Yellow Lentils,100 g,354 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Yucca,100 g,141 Cal,https://www.calories.info/food/vegetables-legumes
Vegetables & Legumes,Yukon Gold Potatoes,100 g,196 Cal,https://www.calories.info/food/vegetables-legumes
Beef & Veal,Beef,100 g,156 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Bologna,100 g,299 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Brisket,100 g,264 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Empanada,100 g,333 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,"Beef Fillet, Beef Tenderloin",100 g,121 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Heart,100 g,105 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Kidney,100 g,48 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Liver,100 g,131 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Noodle Soup,100 g,70 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Patty,100 g,295 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Ribs,100 g,167 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Roast,100 g,216 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Sirloin,100 g,360 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Stew,100 g,251 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Stick,100 g,583 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Tallow,100 g,902 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Tongue,100 g,221 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Beef Tripe,100 g,85 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Calf Liver,100 g,113 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Chuck Steak,100 g,227 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Corned Beef,100 g,141 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Corned Beef Hash,100 g,164 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Cubed Steak,100 g,196 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Filet Mignon,100 g,98 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Flank Steak,100 g,165 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Flat Iron Steak,100 g,182 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Ground Beef,100 g,208 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,"Ground Beef, 85% lean",100 g,215 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,"Ground Beef, 90% lean",100 g,176 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Ground Chuck,100 g,250 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Ground Round,100 g,125 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,"Jerky, Beef Jerky",100 g,457 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,New York Strip Steak,100 g,205 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Philly Cheese Steak,100 g,212 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Porterhouse Steak,100 g,139 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Roast Beef,100 g,130 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Round Steak,100 g,161 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Rump Steak,100 g,214 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Schnitzel,100 g,121 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Sirloin Steak,100 g,182 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Skirt Steak,100 g,121 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Strip Steak,100 g,117 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Tongue,100 g,282 Cal,https://www.calories.info/food/beef-veal
Beef & Veal,Veal Meat,100 g,125 Cal,https://www.calories.info/food/beef-veal
"Bread, Bread Rolls & Pastries",Arepa,100 g,267 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","Bagel, Cinnamon Raisin Bagel",100 g,274 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","Bagel, Egg Bagel",100 g,278 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","Bagel, Everything Bagel",100 g,345 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","Bagel, Plain Bagel",100 g,275 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","Bagel, Sesame",100 g,260 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","Baguette, French Bread",100 g,287 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Banana Bread,100 g,270 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Banana Nut Bread,100 g,364 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Beer Bread,100 g,346 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","Biscuit, plain or buttermilk",100 g,353 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Bran Muffins,100 g,270 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Bread Crumbs,100 g,364 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Bread Roll,100 g,279 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Breadsticks,100 g,276 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Breakfast Biscuits,100 g,426 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Brioche,100 g,272 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Brown Bread,100 g,274 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Buttermilk Pancakes,100 g,227 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Carb Balance Tortilla,100 g,286 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Challah,100 g,287 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Chapati,100 g,297 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Cheese Bread,100 g,237 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Cheese Puff,100 g,500 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Chocolate Croissant,100 g,422 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Chocolate Donut,100 g,437 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Ciabatta Bread,100 g,278 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Cinnamon Bun,100 g,462 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Cream Puff,100 g,301 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","Croissant, Butter Croissant",100 g,516 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Croutons,100 g,525 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Dosa Bread,100 g,210 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Eclair,100 g,457 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Egg Bread,100 g,287 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",English Muffin,100 g,260 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","English Muffin, whole-wheat",100 g,203 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","English Muffin, with Butter",100 g,300 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Fairy Cakes,100 g,440 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Flatbread,100 g,246 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Focaccia,100 g,296 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",French Cruller Donut,100 g,423 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","French Roll, Bun",100 g,277 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Garlic Baguette,100 g,305 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Ham Sandwich,100 g,255 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Ham and Cheese Sandwich,100 g,212 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","Hamburger Bun, Burger Bun",100 g,293 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Honey Wheat Bread,100 g,269 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","Hot Dog Bun, Hotdog Roll",100 g,469 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Italian Bread,100 g,252 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Monkey Bread,100 g,336 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Multi Grain Bread,100 g,312 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Naan,100 g,291 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Paczki,100 g,389 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Pain Au Chocolat,100 g,162 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","Paratha, Plain Paratha",100 g,326 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Pita Bread,100 g,240 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Pizza Rolls,100 g,201 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Potato Bread,100 g,245 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Pretzel Roll,100 g,260 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","Pretzel, Soft Pretzel",100 g,305 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Protein Bread,100 g,242 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Pulled Pork Sandwich,100 g,188 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Pumpernickel Bread,100 g,210 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Pumpkin Bread,100 g,302 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Puri,100 g,172 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Raisin Bread,100 g,270 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","Roll, Bread Roll, Dinner Roll",100 g,282 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Roti,100 g,297 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","Rusk, Zwieback",100 g,381 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Rye Bread,100 g,276 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Sandwich Bread,100 g,40 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Scone,100 g,374 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Shortcrust Pastry,100 g,435 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Soda Bread,100 g,290 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Sourdough Bread,100 g,233 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries",Sweet Rolls,100 g,150 Cal,https://www.calories.info/food/bread-rolls-pastries
"Bread, Bread Rolls & Pastries","Toast, Butter Toast",100 g,264 Cal,https://www.calories.info/food/bread-rolls-pastries
